Filial	Produto	Versão	Mês	Volume
F0004	00018	Orçado	out	1937
F0004	00018	Orçado	out	3303
F0004	00018	Orçado	out	3531
F0004	00018	Orçado	out	1481
F0004	00018	Orçado	out	2164
F0004	00018	Orçado	out	1367
F0004	00018	Orçado	out	7860
F0004	00018	Orçado	out	2164
F0004	00018	Orçado	out	3645
F0004	00018	Orçado	out	6721
F0004	00018	Orçado	out	8316
F0004	00018	Orçado	out	1823
F0004	00018	Orçado	out	1481
F0004	00018	Orçado	set	1102
F0004	00018	Orçado	set	314
F0004	00018	Orçado	set	1416
F0004	00018	Orçado	set	126
F0004	00018	Orçado	set	95
F0004	00018	Orçado	set	661
F0004	00018	Orçado	set	3987
F0004	00018	Orçado	set	1139
F0004	00018	Orçado	set	5126
F0004	00018	Orçado	set	456
F0004	00018	Orçado	set	342
F0004	00018	Orçado	set	2392
F0005	00018	Orçado	abr	524
F0005	00018	Orçado	abr	655
F0005	00018	Orçado	abr	160
F0005	00018	Orçado	abr	438
F0005	00018	Orçado	abr	263
F0005	00018	Orçado	abr	44
F0005	00018	Orçado	abr	145
F0005	00018	Orçado	abr	451
F0005	00018	Orçado	abr	116
F0005	00018	Orçado	abr	394
F0005	00018	Orçado	abr	787
F0005	00018	Orçado	abr	408
F0005	00018	Orçado	abr	874
F0005	00018	Orçado	abr	131
F0005	00018	Orçado	abr	408
F0005	00018	Orçado	abr	1978
F0005	00018	Orçado	abr	2473
F0005	00018	Orçado	abr	604
F0005	00018	Orçado	abr	1648
F0005	00018	Orçado	abr	989
F0005	00018	Orçado	abr	165
F0005	00018	Orçado	abr	549
F0005	00018	Orçado	abr	1703
F0005	00018	Orçado	abr	440
F0005	00018	Orçado	abr	1484
F0005	00018	Orçado	abr	2967
F0005	00018	Orçado	abr	1539
F0005	00018	Orçado	abr	3297
F0005	00018	Orçado	abr	495
F0005	00018	Orçado	abr	1539
F0005	00018	Orçado	ago	101
F0005	00018	Orçado	ago	101
F0005	00018	Orçado	ago	394
F0005	00018	Orçado	ago	758
F0005	00018	Orçado	ago	116
F0005	00018	Orçado	ago	350
F0005	00018	Orçado	ago	408
F0005	00018	Orçado	ago	88
F0005	00018	Orçado	ago	699
F0005	00018	Orçado	ago	350
F0005	00018	Orçado	ago	385
F0005	00018	Orçado	ago	385
F0005	00018	Orçado	ago	1484
F0005	00018	Orçado	ago	2857
F0005	00018	Orçado	ago	440
F0005	00018	Orçado	ago	1319
F0005	00018	Orçado	ago	1539
F0005	00018	Orçado	ago	330
F0005	00018	Orçado	ago	2638
F0005	00018	Orçado	ago	1319
F0005	00018	Orçado	dez	131
F0005	00018	Orçado	dez	160
F0005	00018	Orçado	dez	394
F0005	00018	Orçado	dez	175
F0005	00018	Orçado	dez	438
F0005	00018	Orçado	dez	423
F0005	00018	Orçado	dez	495
F0005	00018	Orçado	dez	604
F0005	00018	Orçado	dez	1484
F0005	00018	Orçado	dez	659
F0005	00018	Orçado	dez	1648
F0005	00018	Orçado	dez	1594
F0005	00018	Orçado	fev	3510
F0005	00018	Orçado	fev	160
F0005	00018	Orçado	fev	145
F0005	00018	Orçado	fev	918
F0005	00018	Orçado	fev	13243
F0005	00018	Orçado	fev	604
F0005	00018	Orçado	fev	549
F0005	00018	Orçado	fev	3462
F0005	00018	Orçado	jan	1937
F0005	00018	Orçado	jan	394
F0005	00018	Orçado	jan	364
F0005	00018	Orçado	jan	7308
F0005	00018	Orçado	jan	1484
F0005	00018	Orçado	jan	1374
F0005	00018	Orçado	jul	364
F0005	00018	Orçado	jul	291
F0005	00018	Orçado	jul	276
F0005	00018	Orçado	jul	116
F0005	00018	Orçado	jul	583
F0005	00018	Orçado	jul	101
F0005	00018	Orçado	jul	1108
F0005	00018	Orçado	jul	423
F0005	00018	Orçado	jul	131
F0005	00018	Orçado	jul	1063
F0005	00018	Orçado	jul	1374
F0005	00018	Orçado	jul	1099
F0005	00018	Orçado	jul	1044
F0005	00018	Orçado	jul	440
F0005	00018	Orçado	jul	2198
F0005	00018	Orçado	jul	385
F0005	00018	Orçado	jul	4176
F0005	00018	Orçado	jul	1594
F0005	00018	Orçado	jul	495
F0005	00018	Orçado	jul	4011
F0005	00018	Orçado	jun	263
F0005	00018	Orçado	jun	29
F0005	00018	Orçado	jun	101
F0005	00018	Orçado	jun	160
F0005	00018	Orçado	jun	466
F0005	00018	Orçado	jun	583
F0005	00018	Orçado	jun	74
F0005	00018	Orçado	jun	189
F0005	00018	Orçado	jun	160
F0005	00018	Orçado	jun	423
F0005	00018	Orçado	jun	276
F0005	00018	Orçado	jun	131
F0005	00018	Orçado	jun	364
F0005	00018	Orçado	jun	451
F0005	00018	Orçado	jun	248
F0005	00018	Orçado	jun	379
F0005	00018	Orçado	jun	989
F0005	00018	Orçado	jun	110
F0005	00018	Orçado	jun	385
F0005	00018	Orçado	jun	604
F0005	00018	Orçado	jun	1758
F0005	00018	Orçado	jun	2198
F0005	00018	Orçado	jun	275
F0005	00018	Orçado	jun	714
F0005	00018	Orçado	jun	604
F0005	00018	Orçado	jun	1594
F0005	00018	Orçado	jun	1044
F0005	00018	Orçado	jun	495
F0005	00018	Orçado	jun	1374
F0005	00018	Orçado	jun	1703
F0005	00018	Orçado	jun	934
F0005	00018	Orçado	jun	1429
F0005	00018	Orçado	mai	131
F0005	00018	Orçado	mai	219
F0005	00018	Orçado	mai	291
F0005	00018	Orçado	mai	1049
F0005	00018	Orçado	mai	160
F0005	00018	Orçado	mai	423
F0005	00018	Orçado	mai	394
F0005	00018	Orçado	mai	364
F0005	00018	Orçado	mai	495
F0005	00018	Orçado	mai	824
F0005	00018	Orçado	mai	1099
F0005	00018	Orçado	mai	3956
F0005	00018	Orçado	mai	604
F0005	00018	Orçado	mai	1594
F0005	00018	Orçado	mai	1484
F0005	00018	Orçado	mai	1374
F0005	00018	Orçado	mar	160
F0005	00018	Orçado	mar	101
F0005	00018	Orçado	mar	743
F0005	00018	Orçado	mar	394
F0005	00018	Orçado	mar	291
F0005	00018	Orçado	mar	145
F0005	00018	Orçado	mar	524
F0005	00018	Orçado	mar	204
F0005	00018	Orçado	mar	160
F0005	00018	Orçado	mar	145
F0005	00018	Orçado	mar	320
F0005	00018	Orçado	mar	160
F0005	00018	Orçado	mar	305
F0005	00018	Orçado	mar	604
F0005	00018	Orçado	mar	385
F0005	00018	Orçado	mar	2802
F0005	00018	Orçado	mar	1484
F0005	00018	Orçado	mar	1099
F0005	00018	Orçado	mar	549
F0005	00018	Orçado	mar	1978
F0005	00018	Orçado	mar	769
F0005	00018	Orçado	mar	604
F0005	00018	Orçado	mar	549
F0005	00018	Orçado	mar	1209
F0005	00018	Orçado	mar	604
F0005	00018	Orçado	mar	1154
F0005	00018	Orçado	nov	1529
F0005	00018	Orçado	nov	116
F0005	00018	Orçado	nov	101
F0005	00018	Orçado	nov	379
F0005	00018	Orçado	nov	743
F0005	00018	Orçado	nov	204
F0005	00018	Orçado	nov	160
F0005	00018	Orçado	nov	145
F0005	00018	Orçado	nov	5770
F0005	00018	Orçado	nov	440
F0005	00018	Orçado	nov	385
F0005	00018	Orçado	nov	1429
F0005	00018	Orçado	nov	2802
F0005	00018	Orçado	nov	769
F0005	00018	Orçado	nov	604
F0005	00018	Orçado	nov	549
F0005	00018	Orçado	out	626
F0005	00018	Orçado	out	189
F0005	00018	Orçado	out	787
F0005	00018	Orçado	out	320
F0005	00018	Orçado	out	350
F0005	00018	Orçado	out	320
F0005	00018	Orçado	out	116
F0005	00018	Orçado	out	350
F0005	00018	Orçado	out	160
F0005	00018	Orçado	out	291
F0005	00018	Orçado	out	613
F0005	00018	Orçado	out	568
F0005	00018	Orçado	out	350
F0005	00018	Orçado	out	263
F0005	00018	Orçado	out	364
F0005	00018	Orçado	out	291
F0005	00018	Orçado	out	88
F0005	00018	Orçado	out	379
F0005	00018	Orçado	out	684
F0005	00018	Orçado	out	568
F0005	00018	Orçado	out	2363
F0005	00018	Orçado	out	714
F0005	00018	Orçado	out	2967
F0005	00018	Orçado	out	1209
F0005	00018	Orçado	out	1319
F0005	00018	Orçado	out	1209
F0005	00018	Orçado	out	440
F0005	00018	Orçado	out	1319
F0005	00018	Orçado	out	604
F0005	00018	Orçado	out	1099
F0005	00018	Orçado	out	2308
F0005	00018	Orçado	out	2143
F0005	00018	Orçado	out	1319
F0005	00018	Orçado	out	989
F0005	00018	Orçado	out	1374
F0005	00018	Orçado	out	1099
F0005	00018	Orçado	out	330
F0005	00018	Orçado	out	1429
F0005	00018	Orçado	out	2583
F0005	00018	Orçado	out	2143
F0005	00018	Orçado	set	394
F0005	00018	Orçado	set	408
F0005	00018	Orçado	set	626
F0005	00018	Orçado	set	219
F0005	00018	Orçado	set	320
F0005	00018	Orçado	set	44
F0005	00018	Orçado	set	480
F0005	00018	Orçado	set	364
F0005	00018	Orçado	set	305
F0005	00018	Orçado	set	554
F0005	00018	Orçado	set	160
F0005	00018	Orçado	set	263
F0005	00018	Orçado	set	189
F0005	00018	Orçado	set	1484
F0005	00018	Orçado	set	1539
F0005	00018	Orçado	set	2363
F0005	00018	Orçado	set	824
F0005	00018	Orçado	set	1209
F0005	00018	Orçado	set	165
F0005	00018	Orçado	set	1813
F0005	00018	Orçado	set	1374
F0005	00018	Orçado	set	1154
F0005	00018	Orçado	set	2088
F0005	00018	Orçado	set	604
F0005	00018	Orçado	set	989
F0005	00018	Orçado	set	714
F0006	00018	Orçado	abr	423
F0006	00018	Orçado	abr	1314
F0006	00018	Orçado	abr	2021
F0006	00018	Orçado	abr	187
F0006	00018	Orçado	abr	610
F0006	00018	Orçado	abr	1033
F0006	00018	Orçado	abr	1314
F0006	00018	Orçado	abr	1972
F0006	00018	Orçado	abr	328
F0006	00018	Orçado	abr	1363
F0006	00018	Orçado	abr	1644
F0006	00018	Orçado	abr	1314
F0006	00018	Orçado	abr	1418
F0006	00018	Orçado	abr	4413
F0006	00018	Orçado	abr	6776
F0006	00018	Orçado	abr	630
F0006	00018	Orçado	abr	2049
F0006	00018	Orçado	abr	3467
F0006	00018	Orçado	abr	4413
F0006	00018	Orçado	abr	6619
F0006	00018	Orçado	abr	1103
F0006	00018	Orçado	abr	4570
F0006	00018	Orçado	abr	5516
F0006	00018	Orçado	abr	4413
F0006	00018	Orçado	ago	141
F0006	00018	Orçado	ago	2584
F0006	00018	Orçado	ago	1081
F0006	00018	Orçado	ago	328
F0006	00018	Orçado	ago	751
F0006	00018	Orçado	ago	564
F0006	00018	Orçado	ago	423
F0006	00018	Orçado	ago	473
F0006	00018	Orçado	ago	8667
F0006	00018	Orçado	ago	3625
F0006	00018	Orçado	ago	1103
F0006	00018	Orçado	ago	2521
F0006	00018	Orçado	ago	1891
F0006	00018	Orçado	ago	1418
F0006	00018	Orçado	dez	1081
F0006	00018	Orçado	dez	423
F0006	00018	Orçado	dez	187
F0006	00018	Orçado	dez	3625
F0006	00018	Orçado	dez	1418
F0006	00018	Orçado	dez	630
F0006	00018	Orçado	jul	469
F0006	00018	Orçado	jul	1785
F0006	00018	Orçado	jul	282
F0006	00018	Orçado	jul	1033
F0006	00018	Orçado	jul	2959
F0006	00018	Orçado	jul	1576
F0006	00018	Orçado	jul	5988
F0006	00018	Orçado	jul	946
F0006	00018	Orçado	jul	3467
F0006	00018	Orçado	jul	9928
F0006	00018	Orçado	jun	235
F0006	00018	Orçado	jun	1127
F0006	00018	Orçado	jun	845
F0006	00018	Orçado	jun	1033
F0006	00018	Orçado	jun	1644
F0006	00018	Orçado	jun	788
F0006	00018	Orçado	jun	3782
F0006	00018	Orçado	jun	2837
F0006	00018	Orçado	jun	3467
F0006	00018	Orçado	jun	5516
F0006	00018	Orçado	mai	423
F0006	00018	Orçado	mai	1127
F0006	00018	Orçado	mai	1033
F0006	00018	Orçado	mai	564
F0006	00018	Orçado	mai	328
F0006	00018	Orçado	mai	1173
F0006	00018	Orçado	mai	1418
F0006	00018	Orçado	mai	3782
F0006	00018	Orçado	mai	3467
F0006	00018	Orçado	mai	1891
F0006	00018	Orçado	mai	1103
F0006	00018	Orçado	mai	3940
F0006	00018	Orçado	mar	1127
F0006	00018	Orçado	mar	423
F0006	00018	Orçado	mar	1314
F0006	00018	Orçado	mar	3782
F0006	00018	Orçado	mar	1418
F0006	00018	Orçado	mar	4413
F0006	00018	Orçado	nov	1173
F0006	00018	Orçado	nov	1314
F0006	00018	Orçado	nov	1739
F0006	00018	Orçado	nov	3940
F0006	00018	Orçado	nov	4413
F0006	00018	Orçado	nov	5831
F0006	00018	Orçado	out	845
F0006	00018	Orçado	out	2021
F0006	00018	Orçado	out	1550
F0006	00018	Orçado	out	3429
F0006	00018	Orçado	out	2254
F0006	00018	Orçado	out	469
F0006	00018	Orçado	out	469
F0006	00018	Orçado	out	2536
F0006	00018	Orçado	out	469
F0006	00018	Orçado	out	2837
F0006	00018	Orçado	out	6776
F0006	00018	Orçado	out	5200
F0006	00018	Orçado	out	11504
F0006	00018	Orçado	out	7564
F0006	00018	Orçado	out	1576
F0006	00018	Orçado	out	1576
F0006	00018	Orçado	out	8510
F0006	00018	Orçado	out	1576
F0006	00018	Orçado	set	517
F0006	00018	Orçado	set	1409
F0006	00018	Orçado	set	2161
F0006	00018	Orçado	set	1314
F0006	00018	Orçado	set	187
F0006	00018	Orçado	set	1173
F0006	00018	Orçado	set	1733
F0006	00018	Orçado	set	4728
F0006	00018	Orçado	set	7249
F0006	00018	Orçado	set	4413
F0006	00018	Orçado	set	630
F0006	00018	Orçado	set	3940
F0007	00018	Orçado	abr	3766
F0007	00018	Orçado	abr	4708
F0007	00018	Orçado	abr	1151
F0007	00018	Orçado	abr	3139
F0007	00018	Orçado	abr	1883
F0007	00018	Orçado	abr	314
F0007	00018	Orçado	abr	1046
F0007	00018	Orçado	abr	3243
F0007	00018	Orçado	abr	837
F0007	00018	Orçado	abr	2825
F0007	00018	Orçado	abr	5650
F0007	00018	Orçado	abr	2929
F0007	00018	Orçado	abr	6277
F0007	00018	Orçado	abr	942
F0007	00018	Orçado	abr	2929
F0007	00018	Orçado	abr	3766
F0007	00018	Orçado	abr	4708
F0007	00018	Orçado	abr	1151
F0007	00018	Orçado	abr	3139
F0007	00018	Orçado	abr	1883
F0007	00018	Orçado	abr	314
F0007	00018	Orçado	abr	1046
F0007	00018	Orçado	abr	3243
F0007	00018	Orçado	abr	837
F0007	00018	Orçado	abr	2825
F0007	00018	Orçado	abr	5650
F0007	00018	Orçado	abr	2929
F0007	00018	Orçado	abr	6277
F0007	00018	Orçado	abr	942
F0007	00018	Orçado	abr	2929
F0007	00018	Orçado	ago	732
F0007	00018	Orçado	ago	732
F0007	00018	Orçado	ago	2825
F0007	00018	Orçado	ago	5440
F0007	00018	Orçado	ago	837
F0007	00018	Orçado	ago	2511
F0007	00018	Orçado	ago	2929
F0007	00018	Orçado	ago	628
F0007	00018	Orçado	ago	5022
F0007	00018	Orçado	ago	2511
F0007	00018	Orçado	ago	732
F0007	00018	Orçado	ago	732
F0007	00018	Orçado	ago	2825
F0007	00018	Orçado	ago	5440
F0007	00018	Orçado	ago	837
F0007	00018	Orçado	ago	2511
F0007	00018	Orçado	ago	2929
F0007	00018	Orçado	ago	628
F0007	00018	Orçado	ago	5022
F0007	00018	Orçado	ago	2511
F0007	00018	Orçado	dez	942
F0007	00018	Orçado	dez	1151
F0007	00018	Orçado	dez	2825
F0007	00018	Orçado	dez	1255
F0007	00018	Orçado	dez	3139
F0007	00018	Orçado	dez	3034
F0007	00018	Orçado	dez	942
F0007	00018	Orçado	dez	1151
F0007	00018	Orçado	dez	2825
F0007	00018	Orçado	dez	1255
F0007	00018	Orçado	dez	3139
F0007	00018	Orçado	dez	3034
F0007	00018	Orçado	fev	25214
F0007	00018	Orçado	fev	1151
F0007	00018	Orçado	fev	1046
F0007	00018	Orçado	fev	6591
F0007	00018	Orçado	fev	25214
F0007	00018	Orçado	fev	1151
F0007	00018	Orçado	fev	1046
F0007	00018	Orçado	fev	6591
F0007	00018	Orçado	jan	13915
F0007	00018	Orçado	jan	2825
F0007	00018	Orçado	jan	2616
F0007	00018	Orçado	jan	13915
F0007	00018	Orçado	jan	2825
F0007	00018	Orçado	jan	2616
F0007	00018	Orçado	jul	2616
F0007	00018	Orçado	jul	2092
F0007	00018	Orçado	jul	1988
F0007	00018	Orçado	jul	837
F0007	00018	Orçado	jul	4185
F0007	00018	Orçado	jul	732
F0007	00018	Orçado	jul	7951
F0007	00018	Orçado	jul	3034
F0007	00018	Orçado	jul	942
F0007	00018	Orçado	jul	7637
F0007	00018	Orçado	jul	2616
F0007	00018	Orçado	jul	2092
F0007	00018	Orçado	jul	1988
F0007	00018	Orçado	jul	837
F0007	00018	Orçado	jul	4185
F0007	00018	Orçado	jul	732
F0007	00018	Orçado	jul	7951
F0007	00018	Orçado	jul	3034
F0007	00018	Orçado	jul	942
F0007	00018	Orçado	jul	7637
F0007	00018	Orçado	jun	1883
F0007	00018	Orçado	jun	209
F0007	00018	Orçado	jun	732
F0007	00018	Orçado	jun	1151
F0007	00018	Orçado	jun	3348
F0007	00018	Orçado	jun	4185
F0007	00018	Orçado	jun	523
F0007	00018	Orçado	jun	1360
F0007	00018	Orçado	jun	1151
F0007	00018	Orçado	jun	3034
F0007	00018	Orçado	jun	1988
F0007	00018	Orçado	jun	942
F0007	00018	Orçado	jun	2616
F0007	00018	Orçado	jun	3243
F0007	00018	Orçado	jun	1779
F0007	00018	Orçado	jun	2720
F0007	00018	Orçado	jun	1883
F0007	00018	Orçado	jun	209
F0007	00018	Orçado	jun	732
F0007	00018	Orçado	jun	1151
F0007	00018	Orçado	jun	3348
F0007	00018	Orçado	jun	4185
F0007	00018	Orçado	jun	523
F0007	00018	Orçado	jun	1360
F0007	00018	Orçado	jun	1151
F0007	00018	Orçado	jun	3034
F0007	00018	Orçado	jun	1988
F0007	00018	Orçado	jun	942
F0007	00018	Orçado	jun	2616
F0007	00018	Orçado	jun	3243
F0007	00018	Orçado	jun	1779
F0007	00018	Orçado	jun	2720
F0007	00018	Orçado	mai	942
F0007	00018	Orçado	mai	1569
F0007	00018	Orçado	mai	2092
F0007	00018	Orçado	mai	7533
F0007	00018	Orçado	mai	1151
F0007	00018	Orçado	mai	3034
F0007	00018	Orçado	mai	2825
F0007	00018	Orçado	mai	2616
F0007	00018	Orçado	mai	942
F0007	00018	Orçado	mai	1569
F0007	00018	Orçado	mai	2092
F0007	00018	Orçado	mai	7533
F0007	00018	Orçado	mai	1151
F0007	00018	Orçado	mai	3034
F0007	00018	Orçado	mai	2825
F0007	00018	Orçado	mai	2616
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	732
F0007	00018	Orçado	mar	5336
F0007	00018	Orçado	mar	2825
F0007	00018	Orçado	mar	2092
F0007	00018	Orçado	mar	1046
F0007	00018	Orçado	mar	3766
F0007	00018	Orçado	mar	1465
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	1046
F0007	00018	Orçado	mar	2302
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	2197
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	732
F0007	00018	Orçado	mar	5336
F0007	00018	Orçado	mar	2825
F0007	00018	Orçado	mar	2092
F0007	00018	Orçado	mar	1046
F0007	00018	Orçado	mar	3766
F0007	00018	Orçado	mar	1465
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	1046
F0007	00018	Orçado	mar	2302
F0007	00018	Orçado	mar	1151
F0007	00018	Orçado	mar	2197
F0007	00018	Orçado	nov	10985
F0007	00018	Orçado	nov	837
F0007	00018	Orçado	nov	732
F0007	00018	Orçado	nov	2720
F0007	00018	Orçado	nov	5336
F0007	00018	Orçado	nov	1465
F0007	00018	Orçado	nov	1151
F0007	00018	Orçado	nov	1046
F0007	00018	Orçado	nov	10985
F0007	00018	Orçado	nov	837
F0007	00018	Orçado	nov	732
F0007	00018	Orçado	nov	2720
F0007	00018	Orçado	nov	5336
F0007	00018	Orçado	nov	1465
F0007	00018	Orçado	nov	1151
F0007	00018	Orçado	nov	1046
F0007	00018	Orçado	out	4499
F0007	00018	Orçado	out	1360
F0007	00018	Orçado	out	5650
F0007	00018	Orçado	out	2302
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	2302
F0007	00018	Orçado	out	837
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	1151
F0007	00018	Orçado	out	2092
F0007	00018	Orçado	out	4394
F0007	00018	Orçado	out	4080
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	1883
F0007	00018	Orçado	out	2616
F0007	00018	Orçado	out	2092
F0007	00018	Orçado	out	628
F0007	00018	Orçado	out	2720
F0007	00018	Orçado	out	4917
F0007	00018	Orçado	out	4080
F0007	00018	Orçado	out	4499
F0007	00018	Orçado	out	1360
F0007	00018	Orçado	out	5650
F0007	00018	Orçado	out	2302
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	2302
F0007	00018	Orçado	out	837
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	1151
F0007	00018	Orçado	out	2092
F0007	00018	Orçado	out	4394
F0007	00018	Orçado	out	4080
F0007	00018	Orçado	out	2511
F0007	00018	Orçado	out	1883
F0007	00018	Orçado	out	2616
F0007	00018	Orçado	out	2092
F0007	00018	Orçado	out	628
F0007	00018	Orçado	out	2720
F0007	00018	Orçado	out	4917
F0007	00018	Orçado	out	4080
F0007	00018	Orçado	set	2825
F0007	00018	Orçado	set	2929
F0007	00018	Orçado	set	4499
F0007	00018	Orçado	set	1569
F0007	00018	Orçado	set	2302
F0007	00018	Orçado	set	314
F0007	00018	Orçado	set	3452
F0007	00018	Orçado	set	2616
F0007	00018	Orçado	set	2197
F0007	00018	Orçado	set	3976
F0007	00018	Orçado	set	1151
F0007	00018	Orçado	set	1883
F0007	00018	Orçado	set	1360
F0007	00018	Orçado	set	2825
F0007	00018	Orçado	set	2929
F0007	00018	Orçado	set	4499
F0007	00018	Orçado	set	1569
F0007	00018	Orçado	set	2302
F0007	00018	Orçado	set	314
F0007	00018	Orçado	set	3452
F0007	00018	Orçado	set	2616
F0007	00018	Orçado	set	2197
F0007	00018	Orçado	set	3976
F0007	00018	Orçado	set	1151
F0007	00018	Orçado	set	1883
F0007	00018	Orçado	set	1360
F0008	00018	Orçado	abr	1217
F0008	00018	Orçado	abr	398
F0008	00018	Orçado	abr	487
F0008	00018	Orçado	abr	553
F0008	00018	Orçado	abr	88
F0008	00018	Orçado	abr	221
F0008	00018	Orçado	abr	288
F0008	00018	Orçado	abr	354
F0008	00018	Orçado	abr	442
F0008	00018	Orçado	abr	619
F0008	00018	Orçado	abr	199
F0008	00018	Orçado	abr	752
F0008	00018	Orçado	abr	796
F0008	00018	Orçado	abr	3610
F0008	00018	Orçado	abr	1182
F0008	00018	Orçado	abr	1444
F0008	00018	Orçado	abr	1641
F0008	00018	Orçado	abr	263
F0008	00018	Orçado	abr	656
F0008	00018	Orçado	abr	853
F0008	00018	Orçado	abr	1050
F0008	00018	Orçado	abr	1313
F0008	00018	Orçado	abr	1838
F0008	00018	Orçado	abr	591
F0008	00018	Orçado	abr	2232
F0008	00018	Orçado	abr	2363
F0008	00018	Orçado	ago	553
F0008	00018	Orçado	ago	111
F0008	00018	Orçado	ago	354
F0008	00018	Orçado	ago	1239
F0008	00018	Orçado	ago	88
F0008	00018	Orçado	ago	310
F0008	00018	Orçado	ago	221
F0008	00018	Orçado	ago	66
F0008	00018	Orçado	ago	265
F0008	00018	Orçado	ago	509
F0008	00018	Orçado	ago	487
F0008	00018	Orçado	ago	332
F0008	00018	Orçado	ago	1641
F0008	00018	Orçado	ago	328
F0008	00018	Orçado	ago	1050
F0008	00018	Orçado	ago	3676
F0008	00018	Orçado	ago	263
F0008	00018	Orçado	ago	919
F0008	00018	Orçado	ago	656
F0008	00018	Orçado	ago	197
F0008	00018	Orçado	ago	788
F0008	00018	Orçado	ago	1510
F0008	00018	Orçado	ago	1444
F0008	00018	Orçado	ago	985
F0008	00018	Orçado	dez	1947
F0008	00018	Orçado	dez	1460
F0008	00018	Orçado	dez	465
F0008	00018	Orçado	dez	177
F0008	00018	Orçado	dez	221
F0008	00018	Orçado	dez	155
F0008	00018	Orçado	dez	310
F0008	00018	Orçado	dez	111
F0008	00018	Orçado	dez	442
F0008	00018	Orçado	dez	199
F0008	00018	Orçado	dez	619
F0008	00018	Orçado	dez	442
F0008	00018	Orçado	dez	708
F0008	00018	Orçado	dez	354
F0008	00018	Orçado	dez	5776
F0008	00018	Orçado	dez	4332
F0008	00018	Orçado	dez	1378
F0008	00018	Orçado	dez	525
F0008	00018	Orçado	dez	656
F0008	00018	Orçado	dez	459
F0008	00018	Orçado	dez	919
F0008	00018	Orçado	dez	328
F0008	00018	Orçado	dez	1313
F0008	00018	Orçado	dez	591
F0008	00018	Orçado	dez	1838
F0008	00018	Orçado	dez	1313
F0008	00018	Orçado	dez	2100
F0008	00018	Orçado	dez	1050
F0008	00018	Orçado	fev	221
F0008	00018	Orçado	fev	796
F0008	00018	Orçado	fev	708
F0008	00018	Orçado	fev	420
F0008	00018	Orçado	fev	656
F0008	00018	Orçado	fev	2363
F0008	00018	Orçado	fev	2100
F0008	00018	Orçado	fev	1247
F0008	00018	Orçado	jan	1150
F0008	00018	Orçado	jan	420
F0008	00018	Orçado	jan	708
F0008	00018	Orçado	jan	465
F0008	00018	Orçado	jan	487
F0008	00018	Orçado	jan	265
F0008	00018	Orçado	jan	708
F0008	00018	Orçado	jan	641
F0008	00018	Orçado	jan	3413
F0008	00018	Orçado	jan	1247
F0008	00018	Orçado	jan	2100
F0008	00018	Orçado	jan	1378
F0008	00018	Orçado	jan	1444
F0008	00018	Orçado	jan	788
F0008	00018	Orçado	jan	2100
F0008	00018	Orçado	jan	1904
F0008	00018	Orçado	jul	88
F0008	00018	Orçado	jul	288
F0008	00018	Orçado	jul	1261
F0008	00018	Orçado	jul	686
F0008	00018	Orçado	jul	1018
F0008	00018	Orçado	jul	420
F0008	00018	Orçado	jul	465
F0008	00018	Orçado	jul	354
F0008	00018	Orçado	jul	199
F0008	00018	Orçado	jul	221
F0008	00018	Orçado	jul	199
F0008	00018	Orçado	jul	442
F0008	00018	Orçado	jul	221
F0008	00018	Orçado	jul	263
F0008	00018	Orçado	jul	853
F0008	00018	Orçado	jul	3741
F0008	00018	Orçado	jul	2035
F0008	00018	Orçado	jul	3019
F0008	00018	Orçado	jul	1247
F0008	00018	Orçado	jul	1378
F0008	00018	Orçado	jul	1050
F0008	00018	Orçado	jul	591
F0008	00018	Orçado	jul	656
F0008	00018	Orçado	jul	591
F0008	00018	Orçado	jul	1313
F0008	00018	Orçado	jul	656
F0008	00018	Orçado	jun	177
F0008	00018	Orçado	jun	265
F0008	00018	Orçado	jun	66
F0008	00018	Orçado	jun	664
F0008	00018	Orçado	jun	376
F0008	00018	Orçado	jun	2610
F0008	00018	Orçado	jun	465
F0008	00018	Orçado	jun	155
F0008	00018	Orçado	jun	288
F0008	00018	Orçado	jun	796
F0008	00018	Orçado	jun	525
F0008	00018	Orçado	jun	788
F0008	00018	Orçado	jun	197
F0008	00018	Orçado	jun	1969
F0008	00018	Orçado	jun	1116
F0008	00018	Orçado	jun	7746
F0008	00018	Orçado	jun	1378
F0008	00018	Orçado	jun	459
F0008	00018	Orçado	jun	853
F0008	00018	Orçado	jun	2363
F0008	00018	Orçado	mai	221
F0008	00018	Orçado	mai	111
F0008	00018	Orçado	mai	133
F0008	00018	Orçado	mai	686
F0008	00018	Orçado	mai	111
F0008	00018	Orçado	mai	929
F0008	00018	Orçado	mai	442
F0008	00018	Orçado	mai	155
F0008	00018	Orçado	mai	199
F0008	00018	Orçado	mai	664
F0008	00018	Orçado	mai	656
F0008	00018	Orçado	mai	328
